dia,hora,hora_us,root_exp1,root_exp2,net_credit_diff,BQI_ABS,DTE1/DTE2,k1,k2,k3,price_mid_short1,price_mid_long2,price_mid_short3,iv_k1,iv_k2,iv_k3,FF_ATM,FF_BAT,delta_total,theta_total,net_credit,net_credit_mediana,net_credit_mediana_n,SPX,dia_fwd_01,hora_fwd_01,PnL_fwd_pts_01,PnL_fwd_pts_01_mediana,dia_fwd_05,hora_fwd_05,PnL_fwd_pts_05,PnL_fwd_pts_05_mediana,dia_fwd_25,hora_fwd_25,PnL_fwd_pts_25,PnL_fwd_pts_25_mediana,dia_fwd_50,hora_fwd_50,PnL_fwd_pts_50,PnL_fwd_pts_50_mediana,Asym,BQI_V2_ABS,BQR_1000,Death valley,EarL,EarR,EarScore,PnLDV,PnLDV_fwd_01,PnLDV_fwd_01_mediana,PnLDV_fwd_05,PnLDV_fwd_05_mediana,PnLDV_fwd_25,PnLDV_fwd_25_mediana,PnLDV_fwd_50,PnLDV_fwd_50_mediana,PnLDV_fwd_90,PnLDV_fwd_90_mediana,PnL_fwd_pct_01,PnL_fwd_pct_01_mediana,PnL_fwd_pct_05,PnL_fwd_pct_05_mediana,PnL_fwd_pct_25,PnL_fwd_pct_25_mediana,PnL_fwd_pct_50,PnL_fwd_pct_50_mediana,PnL_fwd_pct_90,PnL_fwd_pct_90_mediana,PnL_fwd_pts_90,PnL_fwd_pts_90_mediana,RANK_PRE,RATIO_BATMAN,RATIO_UEL_EARS,SPX_chg_pct_01,SPX_chg_pct_05,SPX_chg_pct_25,SPX_chg_pct_50,SPX_chg_pct_90,UEL_inf_USD,WL_PRE,__base_idx,delta_k1,delta_k2,delta_k3,dia_fwd_90,exp1,exp2,fwd_ask_k1_01,fwd_ask_k1_05,fwd_ask_k1_25,fwd_ask_k1_50,fwd_ask_k1_90,fwd_ask_k2_01,fwd_ask_k2_05,fwd_ask_k2_25,fwd_ask_k2_50,fwd_ask_k2_90,fwd_ask_k3_01,fwd_ask_k3_05,fwd_ask_k3_25,fwd_ask_k3_50,fwd_ask_k3_90,fwd_bid_k1_01,fwd_bid_k1_05,fwd_bid_k1_25,fwd_bid_k1_50,fwd_bid_k1_90,fwd_bid_k2_01,fwd_bid_k2_05,fwd_bid_k2_25,fwd_bid_k2_50,fwd_bid_k2_90,fwd_bid_k3_01,fwd_bid_k3_05,fwd_bid_k3_25,fwd_bid_k3_50,fwd_bid_k3_90,fwd_check_k1_01,fwd_check_k1_05,fwd_check_k1_25,fwd_check_k1_50,fwd_check_k1_90,fwd_check_k2_01,fwd_check_k2_05,fwd_check_k2_25,fwd_check_k2_50,fwd_check_k2_90,fwd_check_k3_01,fwd_check_k3_05,fwd_check_k3_25,fwd_check_k3_50,fwd_check_k3_90,fwd_file_k1_01,fwd_file_k1_05,fwd_file_k1_25,fwd_file_k1_50,fwd_file_k1_90,fwd_file_k2_01,fwd_file_k2_05,fwd_file_k2_25,fwd_file_k2_50,fwd_file_k2_90,fwd_file_k3_01,fwd_file_k3_05,fwd_file_k3_25,fwd_file_k3_50,fwd_file_k3_90,fwd_mid_k1_01,fwd_mid_k1_05,fwd_mid_k1_25,fwd_mid_k1_50,fwd_mid_k1_90,fwd_mid_k2_01,fwd_mid_k2_05,fwd_mid_k2_25,fwd_mid_k2_50,fwd_mid_k2_90,fwd_mid_k3_01,fwd_mid_k3_05,fwd_mid_k3_25,fwd_mid_k3_50,fwd_mid_k3_90,fwd_root_check_k1_01,fwd_root_check_k1_05,fwd_root_check_k1_25,fwd_root_check_k1_50,fwd_root_check_k1_90,fwd_root_check_k2_01,fwd_root_check_k2_05,fwd_root_check_k2_25,fwd_root_check_k2_50,fwd_root_check_k2_90,fwd_root_check_k3_01,fwd_root_check_k3_05,fwd_root_check_k3_25,fwd_root_check_k3_50,fwd_root_check_k3_90,fwd_root_k1_01,fwd_root_k1_05,fwd_root_k1_25,fwd_root_k1_50,fwd_root_k1_90,fwd_root_k2_01,fwd_root_k2_05,fwd_root_k2_25,fwd_root_k2_50,fwd_root_k2_90,fwd_root_k3_01,fwd_root_k3_05,fwd_root_k3_25,fwd_root_k3_50,fwd_root_k3_90,fwd_row_k1_01,fwd_row_k1_05,fwd_row_k1_25,fwd_row_k1_50,fwd_row_k1_90,fwd_row_k2_01,fwd_row_k2_05,fwd_row_k2_25,fwd_row_k2_50,fwd_row_k2_90,fwd_row_k3_01,fwd_row_k3_05,fwd_row_k3_25,fwd_row_k3_50,fwd_row_k3_90,hora_fwd_90,net_credit_fwd_01,net_credit_fwd_05,net_credit_fwd_25,net_credit_fwd_50,net_credit_fwd_90,pnl8000_long2,pnl8000_short1,pnl8000_short3,pnl8000_total,price_ask_long2,price_ask_short1,price_ask_short3,price_bid_long2,price_bid_short1,price_bid_short3,price_last_long2,price_last_short1,price_last_short3,r,theta_k1,theta_k2,theta_k3,url,Close,SPX_SMA7,SPX_minus_SMA7,SPX_SMA20,SPX_minus_SMA20,SPX_SMA50,SPX_minus_SMA50,SPX_SMA100,SPX_minus_SMA100,SPX_SMA200,SPX_minus_SMA200,SPX_EMA12,SPX_EMA26,SPX_EMA50,SPX_EMA200,SPX_MACD_Line,SPX_MACD_Signal,SPX_MACD_Histogram,SPX_RSI14,SPX_Stoch_K,SPX_Stoch_D,SPX_Williams_R,SPX_BB_Middle,SPX_BB_Upper,SPX_BB_Lower,SPX_BB_Width,SPX_BB_Pct,SPX_DailyChange,SPX_ATR14,SPX_ROC7,SPX_ROC20,SPX_HV20,SPX_HV50,SPX_ZScore20,SPX_ZScore50,SPX_Golden_Cross,SPX_Death_Cross,SPX_SMA50_200_Diff,VIX_Close,DTE1,DTE2,k1_label_7,k1_label_21,k1_label_63,k1_label_252,k1_score_7,k1_score_21,k1_score_63,k1_score_252,k2_label_7,k2_label_21,k2_label_63,k2_label_252,k2_score_7,k2_score_21,k2_score_63,k2_score_252,k3_label_7,k3_label_21,k3_label_63,k3_label_252,k3_score_7,k3_score_21,k3_score_63,k3_score_252,LABEL_GENERAL_SCORE_7,LABEL_GENERAL_SCORE_21,LABEL_GENERAL_SCORE_63,LABEL_GENERAL_SCORE_252,LABEL_GENERAL_7,LABEL_GENERAL_21,LABEL_GENERAL_63,LABEL_GENERAL_252
2019-12-20,16:30,10:30,SPXW,SPXW,-9.04,0.73988277,77/102,3170,3285,3475,104.5,48.8,3.05,0.120298,0.104278,0.096303,0.193071,0.904088,0.101505,-0.157637,-9.95,-9.125,5,3219.78,2019-12-23,16:30,2.125,2.55,2019-12-24,16:30,2.25,2.025,2020-01-08,16:30,1.75,4.1,2020-01-27,16:30,5.85,5.575,74.649994,40.430878,740,3280.25,18.55,93.2,41.57956,-30.07,-31.53,-31.53,-31.25,-31.26,-29.12,-30.39,-14.28,-14.77,44.91,33.52,21.36,25.63,22.61,20.35,17.59,41.21,58.79,56.03,124.87,108.04,12.425,10.75,83,30.6533,1.6466,0.1674,0.1149,0.7367,1.029,-6.0277,9201.12,WIN,245,0.644149,0.398731,0.051808,2020-02-27,2020-03-06,2020-03-31,109.1,107.3,116.8,124.9,16.7,52.3,51.2,55.0,61.0,9.8,3.2,2.85,1.4,1.1,0.2,108.4,106.8,116.2,123.7,16.1,51.7,50.9,54.6,60.2,9.2,2.95,2.65,1.2,0.9,0.05,CERCANO,CERCANO,MODERADO,DISTANTE,DISTANTE,MODERADO,CERCANO,MODERADO,DISTANTE,DISTANTE,CERCANO,MODERADO,DISTANTE,DISTANTE,DISTANTE,30MINDATA_2019-12-23.csv,30MINDATA_2019-12-24.csv,30MINDATA_2020-01-08.csv,30MINDATA_2020-01-27.csv,30MINDATA_2020-02-27.csv,30MINDATA_2019-12-23.csv,30MINDATA_2019-12-24.csv,30MINDATA_2020-01-08.csv,30MINDATA_2020-01-27.csv,30MINDATA_2020-02-27.csv,30MINDATA_2019-12-23.csv,30MINDATA_2019-12-24.csv,30MINDATA_2020-01-08.csv,30MINDATA_2020-01-27.csv,30MINDATA_2020-02-27.csv,108.75,107.05,116.5,124.3,16.4,52.0,51.05,54.8,60.6,9.5,3.075,2.75,1.3,1.0,0.125,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,167961.0,170145.0,158081.0,140687.0,86243.0,181949.0,184237.0,177373.0,166843.0,150229.0,168637.0,170821.0,159459.0,142273.0,87829.0,16:30,-7.825,-7.7,-8.2,-4.1,2.475,933946.1,-472550.0,-452195.0,9201.12,49.2,105.0,3.2,48.4,104.0,2.9,,,,0.0157,-0.515158,-0.388976,-0.105158,"https://optionstrat.com/build/custom/SPX/.SPXW200306C3170x-1,.SPXW200331C3285x2,.SPXW200306C3475x-1",3221.22,3191.2957142857144,29.92428571428536,3150.5705,70.64949999999999,3090.7418,130.47820000000002,3013.0439,208.17609999999968,2955.198,266.02199999999993,3174.9918579017253,3142.6076556124867,3100.104750990135,2966.262849660895,32.3842022892386,27.6111108480901,4.773091441148502,80.11558099085448,100.0,99.53685058397096,-0.0,3150.5705,3221.1263249972744,3080.014675002725,141.11164999454925,1.0006638360668945,15.849999999999907,12.730714285714289,2.533398267778181,3.791799042383853,7.831006343217549,7.011245001980121,2.002655344267576,1.9769994862460487,1,0,135.54379999999992,12.51,77.0,102.0,ALGO_BARATA,BARATA,MUY_BARATA,MUY_BARATA,-1.0,-1.5,-2.0,-2.0,LIGERAMENTE_BARATA,LIGERAMENTE_BARATA,ALGO_BARATA,ALGO_BARATA,-0.5,-0.5,-1.0,-1.0,BARATA,ALGO_BARATA,ALGO_BARATA,ALGO_BARATA,-1.5,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,LIGERAMENTE_MALA,MALA,MALA,MALA
2020-04-14,16:30,10:30,SPXW,SPX,-3.04,1.9100208,77/129,2705,3000,3355,246.45,112.55,5.75,0.339365,0.263412,0.215952,0.153194,0.875254,0.082468,-0.070012,-27.1,-26.3,5,2836.66,2020-04-15,16:30,-3.05,0.15,2020-04-20,16:30,11.2,12.95,2020-05-04,16:30,-7.075,-7.075,2020-05-22,16:30,-17.325,-18.475,58.640007,53.25954,1910,2984.49,70.88,129.52,95.814285,-29.64,-24.54,-24.54,-17.81,-17.81,-30.75,-33.78,-56.48,-59.49,,,-11.25,0.55,41.33,47.79,-26.11,-26.11,-63.93,-68.17,133.21,122.32,36.1,33.15,32,23.9852,0.8838,-2.4603,0.2588,-0.6783,3.777,9.4407,8855.3,WIN,322,0.649932,0.391515,0.050629,2020-06-22,2020-06-30,2020-08-21,210.2,256.1,217.6,272.8,400.9,92.4,123.3,92.6,115.1,205.0,4.0,5.8,2.15,1.65,0.45,208.7,254.8,214.6,271.9,398.5,90.7,121.9,91.4,114.4,204.1,3.6,5.5,2.0,1.5,0.35,DISTANTE,CERCANO,MODERADO,MODERADO,DISTANTE,DISTANTE,MODERADO,DISTANTE,CERCANO,DISTANTE,DISTANTE,CERCANO,DISTANTE,DISTANTE,DISTANTE,30MINDATA_2020-04-15.csv,30MINDATA_2020-04-20.csv,30MINDATA_2020-05-04.csv,30MINDATA_2020-05-22.csv,30MINDATA_2020-06-22.csv,30MINDATA_2020-04-15.csv,30MINDATA_2020-04-20.csv,30MINDATA_2020-05-04.csv,30MINDATA_2020-05-22.csv,30MINDATA_2020-06-22.csv,30MINDATA_2020-04-15.csv,30MINDATA_2020-04-20.csv,30MINDATA_2020-05-04.csv,30MINDATA_2020-05-22.csv,30MINDATA_2020-06-22.csv,209.45,255.45,216.1,272.35,399.7,91.55,122.6,92.0,114.75,204.55,3.8,5.65,2.075,1.575,0.4,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,SPXW,SPXW,SPXW,SPXW,SPXW,SPX,SPX,SPX,SPX,SPX,SPXW,SPXW,SPXW,SPXW,SPXW,198381.0,174591.0,151035.0,135487.0,92483.0,40327.0,29407.0,31591.0,23037.0,15107.0,201761.0,177971.0,154415.0,138867.0,95863.0,16:30,-30.15,-15.9,-34.175,-44.425,9.0,977635.3,-504855.0,-463925.0,8855.3,115.6,247.7,6.0,109.5,245.2,5.5,,,,0.0017,-1.070977,-0.665975,-0.190961,"https://optionstrat.com/build/custom/SPX/.SPXW200630C2705x-1,.SPX200821C3000x2,.SPXW200630C3355x-1",2846.06,2708.4614285714283,137.59857142857163,2557.065,288.9949999999999,2891.5652,-45.50520000000006,3051.435,-205.375,3014.8027999999995,-168.74279999999953,2678.2883722132124,2692.9394182355663,2810.3579466355704,2963.877571209652,-14.651046022353968,-75.5468454963811,60.89579947402713,69.3624047006264,100.0,97.25636758250847,-0.0,2557.065,2879.932548303283,2234.197451696717,645.735096606566,0.9475442043009766,84.42999999999984,73.54642857142865,12.630495864497997,19.275144271267692,65.73428873202715,67.21755599774578,1.790176817203907,-0.124695804546209,0,1,-123.23759999999947,37.76,77.0,129.0,ALGO_BARATA,BARATA,LIGERAMENTE_CARA,ALGO_CARA,-1.0,-1.5,0.5,1.0,ALGO_BARATA,ALGO_BARATA,LIGERAMENTE_CARA,ALGO_CARA,-1.0,-1.0,0.5,1.0,ALGO_BARATA,ALGO_BARATA,LIGERAMENTE_CARA,LIGERAMENTE_CARA,-1.0,-1.0,0.5,0.5,0.0,-0.5,0.0,0.0,NEUTRA,LIGERAMENTE_MALA,NEUTRA,NEUTRA
2020-07-06,16:30,10:30,SPXW,SPX,-9.11,1.3505613,86/137,3050,3325,3675,219.75,100.25,6.5,0.253146,0.209595,0.185709,0.143589,0.571381,0.057683,-0.103902,-25.75,-23.6,5,3169.12,2020-07-07,16:30,2.9,2.5,2020-07-10,16:30,8.15,8.15,2020-07-28,16:30,10.35,10.55,2020-08-18,16:30,31.4,33.25,67.899994,45.03444,1351,3314.26,59.99,127.89,87.590645,-41.09,-44.1,-44.1,-33.86,-36.82,-43.08,-43.77,-39.36,-43.67,4.28,-4.97,11.26,9.71,31.65,31.65,40.19,40.97,121.94,129.13,73.79,44.56,19.0,11.475,53,24.2718,1.0844,0.2445,-0.4474,2.0873,6.3992,2.1845,10186.49,WIN,379,0.646368,0.37972,0.055389,2020-09-21,2020-09-30,2020-11-20,225.6,215.6,244.8,342.3,200.9,105.0,101.9,116.6,179.6,97.1,6.6,5.1,3.4,3.3,0.15,224.9,214.7,244.2,341.6,198.0,103.9,100.6,115.8,171.2,95.7,6.4,4.8,3.2,3.1,0.05,CERCANO,CERCANO,MODERADO,DISTANTE,MODERADO,CERCANO,CERCANO,DISTANTE,DISTANTE,CERCANO,CERCANO,DISTANTE,DISTANTE,DISTANTE,DISTANTE,30MINDATA_2020-07-07.csv,30MINDATA_2020-07-10.csv,30MINDATA_2020-07-28.csv,30MINDATA_2020-08-18.csv,30MINDATA_2020-09-21.csv,30MINDATA_2020-07-07.csv,30MINDATA_2020-07-10.csv,30MINDATA_2020-07-28.csv,30MINDATA_2020-08-18.csv,30MINDATA_2020-09-21.csv,30MINDATA_2020-07-07.csv,30MINDATA_2020-07-10.csv,30MINDATA_2020-07-28.csv,30MINDATA_2020-08-18.csv,30MINDATA_2020-09-21.csv,225.25,215.15,244.5,341.95,199.45,104.45,101.25,116.2,175.4,96.4,6.5,4.95,3.3,3.2,0.1,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,SPXW,SPXW,SPXW,SPXW,SPXW,SPX,SPX,SPX,SPX,SPX,SPXW,SPXW,SPXW,SPXW,SPXW,177737.0,178413.0,163151.0,154961.0,96643.0,35153.0,35153.0,28991.0,30447.0,15835.0,180103.0,180779.0,165647.0,157951.0,99893.0,16:30,-22.85,-17.6,-15.4,5.65,-6.75,915061.5,-473025.0,-431850.0,10186.49,100.8,220.1,6.7,99.7,219.4,6.3,,,,0.0012,-0.847738,-0.568994,-0.186349,"https://optionstrat.com/build/custom/SPX/.SPXW200930C3050x-1,.SPX201120C3325x2,.SPXW200930C3675x-1",3179.72,3095.99,83.72999999999956,3108.1215,71.5984999999996,3011.0196,168.70039999999972,2914.7901,264.9299000000001,3023.7020999999995,156.01790000000028,3106.464095853072,3077.8459923568703,3024.9217366545663,2981.0658629299423,28.61810349620191,29.982763548616383,-1.3646600524144752,61.73133956903162,100.0,95.44339005235612,-0.0,3108.1215,3232.086797737523,2984.1562022624776,247.9305954750453,0.788784447368482,49.70999999999958,34.44071428571432,4.241836129205689,-0.4449064318879887,29.452685433400795,25.300363790341414,1.1551377894739296,1.4405467649311436,0,1,-12.682499999999436,27.94,86.0,137.0,ULTRA_BARATA,BARATA,MUY_BARATA,LIGERAMENTE_BARATA,-3.0,-1.5,-2.0,-0.5,ALGO_BARATA,LIGERAMENTE_BARATA,BARATA,LIGERAMENTE_BARATA,-1.0,-0.5,-1.5,-0.5,ALGO_BARATA,LIGERAMENTE_BARATA,LIGERAMENTE_CARA,MUY_CARA,-1.0,-0.5,0.5,2.0,-2.0,-1.0,-0.5,0.0,MUY_MALA,MALA,LIGERAMENTE_MALA,NEUTRA
2020-09-21,16:30,10:30,SPXW,SPXW,0.0,1.8080566,70/130,3110,3400,3785,234.4,118.7,6.05,0.292134,0.238417,0.210574,0.130318,0.459446,0.089269,-0.046282,-3.05,-3.05,5,3238.35,2020-09-22,16:30,12.0,12.0,2020-09-25,16:30,4.7,7.55,2020-10-09,16:30,39.6,41.05,2020-10-26,15:30,21.1,15.425,81.78999,48.95666,1808,3383.65,63.77,145.56,96.34501,-24.66,-30.98,-28.98,-26.68,-27.13,-37.54,-40.62,-27.91,-20.26,,,393.44,393.44,154.1,247.54,1298.36,1345.9,691.8,505.74,680.33,650.82,20.75,19.85,25,221.3115,0.9464,1.8809,0.4187,6.8208,5.7501,10.077,9905.6,WIN,433,0.648557,0.393983,0.050139,2020-11-23,2020-11-30,2021-01-29,271.4,238.8,378.5,342.3,456.1,144.0,123.2,212.6,182.0,236.2,8.2,5.9,9.8,3.4,0.25,269.2,237.7,377.8,341.5,451.3,143.2,122.4,211.7,181.2,235.4,7.7,5.5,9.4,3.1,0.15,DISTANTE,CERCANO,DISTANTE,DISTANTE,DISTANTE,DISTANTE,CERCANO,DISTANTE,DISTANTE,DISTANTE,DISTANTE,MODERADO,DISTANTE,DISTANTE,DISTANTE,30MINDATA_2020-09-22.csv,30MINDATA_2020-09-25.csv,30MINDATA_2020-10-09.csv,30MINDATA_2020-10-26.csv,30MINDATA_2020-11-23.csv,30MINDATA_2020-09-22.csv,30MINDATA_2020-09-25.csv,30MINDATA_2020-10-09.csv,30MINDATA_2020-10-26.csv,30MINDATA_2020-11-23.csv,30MINDATA_2020-09-22.csv,30MINDATA_2020-09-25.csv,30MINDATA_2020-10-09.csv,30MINDATA_2020-10-26.csv,30MINDATA_2020-11-23.csv,270.3,238.25,378.15,341.9,453.7,143.6,122.8,212.15,181.6,235.8,7.95,5.7,9.6,3.25,0.2,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,SPXW,177269.0,185277.0,160473.0,140947.0,86919.0,209457.0,217465.0,196041.0,182053.0,173083.0,180779.0,188787.0,163983.0,144457.0,90429.0,16:30,8.95,1.65,36.55,18.05,17.7,896360.6,-465560.0,-420895.0,9905.6,119.6,235.2,6.3,117.8,233.6,5.8,,,,0.0009,-1.102337,-0.684744,-0.220869,"https://optionstrat.com/build/custom/SPX/.SPXW201130C3110x-1,.SPXW210129C3400x2,.SPXW201130C3785x-1",3281.06,3352.6771428571424,-71.61714285714243,3418.737,-137.6770000000001,3344.8766,-63.81659999999965,3189.2904000000003,91.76959999999964,3104.36945,176.6905499999998,3367.30016187857,3375.9006060813635,3329.249087777117,3132.1016053071075,-8.600444202792914,12.897691559453012,-21.498135762245926,32.8327356437039,0.0,3.369477911646587,-100.0,3418.737,3576.5035862962395,3260.9704137037606,315.5331725924789,0.0636686980680337,38.409999999999854,45.61214285714284,-1.7408413417625266,-3.4175605505775386,22.555970985705347,16.558980682871045,-1.7453252077278634,-0.6689952424149407,1,0,240.50714999999943,27.78,70.0,130.0,ULTRA_CARA,ULTRA_CARA,ULTRA_CARA,MUY_CARA,3.0,3.0,3.0,2.0,ALGO_CARA,ALGO_CARA,CARA,CARA,1.0,1.0,1.5,1.5,ULTRA_CARA,CARA,MUY_CARA,MUY_CARA,3.0,1.5,2.0,2.0,2.0,2.0,1.5,0.5,MUY_BUENA,MUY_BUENA,BUENA,NEUTRA
2025-09-12,16:30,10:30,SPXW,SPX,10.61,1.1014528,77/126,6505,6840,7190,242.05,119.85,6.5,0.135008,0.119017,0.102702,-0.003487,0.235666,0.071942,-0.260079,-8.85,-9.9,5,6589.05,2025-09-15,16:30,4.35,5.8,2025-09-16,16:30,7.75,7.55,2025-10-01,16:30,19.2,21.75,2025-10-20,16:30,25.6,25.8,75.5,42.188747,1101,6794.71,55.27,130.77,85.01563,-50.76,-42.71,-39.83,-35.01,-35.57,-25.94,-24.79,-6.83,-7.12,12.85,33.27,49.15,65.54,87.57,85.31,216.95,245.76,289.27,291.53,287.85,409.6,25.475,36.25,70,77.4011,1.0911,0.4028,0.2821,1.3913,2.0659,2.6403,10149.61,WIN,1675,0.648875,0.38581,0.050804,2025-11-20,2025-11-28,2026-01-16,262.5,261.2,300.7,314.3,277.1,133.3,134.8,155.6,164.9,146.3,8.2,9.1,7.8,4.9,0.2,261.9,260.6,284.3,300.3,273.2,132.5,134.0,154.9,163.9,145.6,8.0,8.9,7.5,4.6,0.05,MODERADO,MODERADO,DISTANTE,DISTANTE,MODERADO,MODERADO,MODERADO,DISTANTE,DISTANTE,DISTANTE,DISTANTE,DISTANTE,DISTANTE,DISTANTE,DISTANTE,30MINDATA_2025-09-15.csv,30MINDATA_2025-09-16.csv,30MINDATA_2025-10-01.csv,30MINDATA_2025-10-20.csv,30MINDATA_2025-11-20.csv,30MINDATA_2025-09-15.csv,30MINDATA_2025-09-16.csv,30MINDATA_2025-10-01.csv,30MINDATA_2025-10-20.csv,30MINDATA_2025-11-20.csv,30MINDATA_2025-09-15.csv,30MINDATA_2025-09-16.csv,30MINDATA_2025-10-01.csv,30MINDATA_2025-10-20.csv,30MINDATA_2025-11-20.csv,262.2,260.9,292.5,307.3,275.15,132.9,134.4,155.25,164.4,145.95,8.1,9.0,7.65,4.75,0.125,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,CORRECTO,SPXW,SPXW,SPXW,SPXW,SPXW,SPX,SPX,SPX,SPX,SPX,SPXW,SPXW,SPXW,SPXW,SPXW,37604.0,37854.0,36472.0,35982.0,30292.0,45186.0,45450.0,44754.0,45328.0,47168.0,37864.0,38114.0,36732.0,36242.0,30552.0,16:30,-4.5,-1.1,10.35,16.75,16.625,215796.12,-125295.0,-80350.0,10151.13,120.5,244.9,6.6,119.2,239.2,6.4,,,,0.0424,-1.452409,-0.980719,-0.248949,"https://optionstrat.com/build/custom/SPX/.SPXW251128C6505x-1,.SPX260116C6840x2,.SPXW251128C7190x-1",6584.28,6527.881428571428,56.39857142857181,6472.5470000000005,111.73299999999928,6384.8878,199.3921999999993,6126.303199999999,457.9768000000004,5984.92475,599.3552499999996,6509.450815790361,6456.858841264515,6363.527563880865,6003.27339182155,52.591974525846126,46.21338579603948,6.378588729806644,64.93966087886345,98.13899389357384,99.37966463119128,-1.861006106426183,6472.5470000000005,6584.5529692196615,6360.54103078034,224.011938439322,0.9987814523566758,3.199999999999818,28.055714285714267,2.109247906802899,1.78943283868205,9.04948183344692,9.277140040045442,1.9951258094267,2.0860582603428623,1,0,399.9630500000003,14.75,77.0,126.0,ALGO_BARATA,LIGERAMENTE_BARATA,ALGO_BARATA,BARATA,-1.0,-0.5,-1.0,-1.5,ALGO_BARATA,ALGO_BARATA,BARATA,ALGO_BARATA,-1.0,-1.0,-1.5,-1.0,LIGERAMENTE_CARA,LIGERAMENTE_CARA,BARATA,ALGO_BARATA,0.5,0.5,-1.5,-1.0,0.0,0.5,0.5,-0.5,NEUTRA,NEUTRA,NEUTRA,LIGERAMENTE_MALA
